row_Number,text,polarity
15785,"Unfortunately, movie bad. original Towners manic funny, course used script written Neil Simon. reason Neil Simons script used film falls flat time time again. Even audience never laughed. direction slow tedious joke given away joke dies i.e. couple sex park. announce lighting ceremony New York, well know lights going come able see cute mugging Goldie & Steve bit slap stick. whole movie winds like this...a joke set given away. isn't Goldies hair ever even messed movie. also notice every close Goldie (they use intense soft lens). suggest rent original Jack Lemmon Sandy Dennis, that's want laugh.",0
2555,"Every conversation turn ""favorite movies."" I'll mention Titanic, least couple people snicker. pay mind know five years ago, people moved tears movie. they're embarrassed admit it.<br /><br />I rewatched Titanic first time long time. Expecting simply enjoy story again, surprised find movie lost none power five years. cried again.... places. brought back 1997 remember movie one thought would break even became popular movie time. movie burst public consciousness like movie recall (yes, even Star Wars). today, many people won't even admit enjoyed it. Folks, let's get something straight -- don't look cool badmouth film. look like touch cynic.<br /><br />No movie perfect one faults. dialogue falls flat, plot surrounding two lovers comes together little neatly. However, none distracting ruins film.<br /><br />Leonardo DiCaprio Kate Winslet wonderful. Leo one fine actors generation. Wait 'til see Gangs New York call nothing pretty boy. Kate Winslet strong film. movie really hers, held together beautifully.<br /><br />James Cameron managed many believed impossible recreating completely believable Titanic. sinking scenes horrific, night. anyone say effects bad beyond me. utterly transfixed.<br /><br />This film one memorable scene another. Titanic leaving port Southampton. Rose Jack bow, ""flying"". ""Iceberg, right ahead!"" screws hanging unbelievably ocean. screams doomed went down. ending brought even burliest man theater tears.<br /><br />The music, also victim film's success, key ingredient. James Horner's score simply perfect. love theme beautiful tragic. bad Celine Dion's pop song version destroy great bit music many.<br /><br />I confess, Titanic buff. such, relished opportunity see ship never got see -- beauty. Perhaps watching sink affected I've interest ship life. However, doubt many saw crying Titanic buffs. applaud Cameron bringing story masses way never demeaned tragedy. film made humanity.<br /><br />Another reviewer said better ever could: Open hearts Titanic, disappointed.",1
11229,"""Hitler: Rise Evil"" shrouded controversy ever aired, controversy may obscure accomplishment film.<br /><br />Those criticzed film, hadn't seen, good intentions, based misguided thought would overly sympathetic Hitler. However, misunderstood point: humanize evil Hitler sympathize him. far disturbing realize unspeakable acts committed one history's greatest villains committed human being. sick, diseased maniac, sure, human nonetheless. necessary know story Hitler able come power prevent happening again.<br /><br />""Rise Evil"" highlighted brilliant, career best performance Robert Carlyle, makes Hitler human without ever redeeming way. Carlyle flawlessly captures look mannerisms Nazi leader, never letting impersonation become cartoonish distance us (something Anthony Hopkins quite able accomplish portrayed Hitler ""The Bunker"", another good made-for-television film). repulsed Hitler's depravity virulent ant-Semitism, Carlyle gives certain magnetism power real Adolf Hitler must possesed. all, else would nation followed him?<br /><br />Of various subplots, far compelling features Matthew Modine reporter Fritz Gehrlich, makes life's work draw attention reality Hitler Nazism. Modine's performance little stilted part 1, part 2 seems settled in, character gives us real-life hero film full villains. Peter Stormare Liev Schrieber also give strong support.<br /><br />Part 1 two-part mini series suffered little bit overly choppy, including look Hitler's childhood lasts duration opening credits. part 2, sections detailing Hitler's relationship's niece, mistress Eva Braun, less successful central plot, serve give us insight mental emotional state.<br /><br />Ultimately, film Hitler make us understand him. average person is, thankfully, incapable ever understanding man would try exterminate entire race people. ""Hitler: Rise Evil"" tries less make us understand Hitler, make us understand came power. important story must told, impossible believe anyone seen film would accuse anything best intentions, capability anything good.<br /><br />9 10. *** 1/2",1
22023,"unfunny failed TV Pilot found extra 30th Annivesery DVD Special Edition ""Blazing Saddles"". Imagine movie without satire, humor, writing skills. trappings typical lame '70's sit-com show complete obtrusive laugh track you'll still clue sheer putrid failed show was. hell Lou Gossett Jr. thinking signed onto disaster?? possibly worst thing he's (and yes I'm including first ""Punisher"" movie ""Iron Eagles 3"". Steve Landesberg, understand can't say crap.<br /><br />My Grade: F",0
5202,"spent last week watching John Cassavetes films - starting 'a woman influence' ending 'opening night'. completely utterly blown away, particular two films. first minute last 'opening night' completely utterly absorbed. i've experienced occasions, feeling film perfect lasted two thirds in, right till credits came up. everything film, way shot, incredible performance Gena Rowlands, credits, opening, music, plot, sense depth, pace, tenderness, originality, characters, deft little moments.... me, truly sublime. couldn't agree previous comment taking desert island sheer depth film something behold. unlucky enough house fire, guarantee instead making last ditch attempt rescue stash money bed, you'll rescuing copy film instead.",1
7553,"want Scream anything like big-studio horror product get forced us days don't bother. well-written film kept thinking say. Importance myth lives make make sense, children interpret world (and violence it), ransacking environment ignorance history legends.. here, flatly surface. could technically call ""monster movie"" even though Wendigo take physical form end, it's even beliefs what's happening legendary spirit/beast. standard thriller elements looking basics film never bores, though fact less see creature, better. Fessenden successfully continues George Romero's tradition using genre parable discussion forum still keeping us creeped out.",1
21770,"American film makers decided make film think Japanese. characters badly represented, actors even Japanese set cheap, unreal definitely doesn't represent Kyoto Early 20ties 30ties. ever read book understand script writers didn't add extra value differentiate movie script. Worse, even changed original plot line goofs. Rob Marshall using two main characters two well known Chinese actors joined crouching tiger hidden dragon. Marshall probably saw one Chinese movie tho represent Japanese culture. Seeing two actors together even makes movies ridiculous. Quentine Tarantino's last scene Kill Bill #1 ten times Japanese made movie.",0
2393,"ultimate homage great film actress.The film masterpiece poetry screen.Like great poetry timeless.Direction,cast,screenplay,music,lyrics,in fact norms movie-making perfectly chosen suit message film.The Muslim society India never presented respect,nobility reality.The script memorable hands Meena,Ashok,Raaj Kumar,Nadira etc name few.Personally impressed regal looking Kamal Kapoor.The master movie maker Kamal Amrohi's lasting legacy sub-continent.A beautiful film controversial theme makes humanity look face reality outcasts world.'In ka naam? Pakeeza! haan Pakeza'.Such acting unheard age sex,dance pornography.",1
17314,"loved 'Paris, Je T'aime', highly anticipated film admit went high expectations, sorely disappointed number reasons.<br /><br />Although, expecting re-make 'Paris' New York expecting structure. liked 'Paris' breakup neighborhoods. got sense directors style story wanted tell. 'NY', clear separation stories, different points film, characters different stories run made confused watching exactly going on. Also, switch directing evident confusing since flow.<br /><br />Another thing loved 'Paris' film different takes love. wasn't romantic. love parents children, unrequited love, lonely, middle-aged woman yearning love etc., explored many layers complexity love humans. 'NY' seemed go edgy, over-the-top sexuality. redeemable shorts (the older couple spent lifetime together, Julie Christie's short), overall the'NY' film didn't evoke emotion me. didn't connect characters like 'Paris'. remember watching 'Paris' feeling deep sadness, loneliness, yearning, hopefulness, wonder... much soul. me, soul 'NY' film.<br /><br />Maybe gone without 'Paris' looming back brain comparison film might elicited favorable response, self-titled re-take 'Paris, Je T'aime' sorely disappointed.",0
21695,"glad read many negative comments Tritter plot. Everyone talk says thing. like House's gruff nature intelligence, really dislike vindictiveness continuing plot. cuts real nature hospital story makes everyone angry police authority. needs caring nature instead vindictiveness everyone hospital. Also, seems many questionable legal aspects Tritter actually doing. alone cannot freeze accounts authority stop doctors writing prescriptions patients. lot vindictiveness showing also hurting sick patients hospital good storyline portray. voted episode awful story itself, insert Trittor piece turns rest plot gets hurt it, People say hate watch story lines anymore. Please change it. Get Tritter out.",0
14942,"interesting treatment subject quite controversial, (just read comments film). Apparently, either love hate seems people make distinction based whether believe tribulation end times happen portrayed movie.<br /><br />Basically, film - sequels - made $1.30 each. production values right ""Plan 9 Outer Space"" acting level ""Glen Glenda"", (my apologies Ed Wood). Putting aside religious message, story scary come. Add even slightest thought story might actually close something might happen future becomes even scarier.<br /><br />This movie, sequels, didn't try bring reasons tribulation happened did. ""Left Behind"" ""The Omega Code"" tried get everything ""Thief"" explain politics maneuvering Middle East leading it. net effect ""Thief"" much better job scary part movie, instead spreading thin trying explain happening Middle East time. <br /><br />Forget politics watch movie, sequels, - horror stories. may horror stories told, indirectly, God makes much frightening. makes think subject, done job - even never believe.",0
18088,"say Thunderbirds horrid, forced, in-your-face, ugly looking, nasty listen painful watch film wouldn't saying enough. two reasons think you'd watch film: 1; you've seen Thunderbirds young (like did) curious like really watching find badly screwed things up. Or, 2; you're seeing someone ten years old.<br /><br />Thunderbirds manages cock everything attempts. list goes subtle, humiliating things painfully obvious think it. off, Thunderbirds wrong, wrong, wrong. whole moral message 'goal' set excruciating way: Jeff Tracy (A new low Bill Paxton) tells youngest son Alan he's yet proved Thunderbird Alan randomly stupidly decided go Tracy Island's bowels fire Thunderbird One. whole film series events miss-fires consisting Alan trying prove whilst father brothers trapped space aboard Thunderbird five.<br /><br />The film relies kid actors carry film: 16 year old Alan Tracy (Corbet), 16 year old Tin Tin (Hudgens) 14 year old Fermat (Fulton) Brains' son. say watching 'adventures' get painful understatement. Frequently trying act utilise script whilst combating evil 'Hood' (Kingsley) ridiculously unfunny hammy ways acts entertainment duration film; differs everyone's different location. Also, whole 'mind control' thing tiresome basically dragged film overused offered way heroes see weakness Hood ???? forced incidental.<br /><br />I know 'film's kids' days try integrate sort material adults Thunderbirds it's done way fetishises Lady Penelope. Sophia Myles plays Penelope think it's coincidence she's little older rest kids ???? 24 years old, it's almost good true. scenes often highly charged carry erotic push. see bath, bubbles neck watching TV; comes butler sneaks peek seductively changes channels wet, bare bubble covered foot. Frequent shots massive, bright pink high heeled shoes filling screen various scenes: first happens actually tied second happening fist fight another woman! Twinned this, bright pink costumes reveal enough yet cover enough particularly outstanding way moves talks posh, dominant, English accent; sounding like commanding mistress (Well, LADY Penelope ???? you'd better make sure call that) whole thing laughable editing quick kids won't notice sure hell there.<br /><br />The actual plot Hood rob banks bizarre, characters bodyguards: geeky looking woman hard bodied black man gets agitated lot. supposed laughing this? fight scenes? Poorly choreographed stunts hell silly noises? It's utterly, utterly laughable.<br /><br />The list goes on. way Bill Paxton plays seriously, like told one way made another, way Ford motor company logo slapped place. News bulletin: sponsored Ford, camera even moves endorse Ford several times cars shot, way CGI looks like something computer game video clip ???? it's infuriating. fact told believe 16 year old girl swim freezing Thames, current, rescue downed monorail (monorail Thames!?), get back hatch thus; save day time holding breath. absolute bull makers know ???? don't even know 10 year old would swallow it.<br /><br />In short: avoid, avoid, avoid. Thunderbirds infuriating, unfunny, poorly scripted even Rolls Royce taken replaced flying car ???? everything could go wrong, go wrong.",0
13107,good film kids love dogs. runs bit slow early ends flurry gooped De Vil. basic plot first movie. bright side movie adults talking bird thinks dog. bird talks like human(Eric Idle Monty Python) barks like dog. comedy film needed of. See matinee don't pay full price wait appear Disney.,0
5218,"Fido cute comedy deserves wider recognition, especially considering mainstream crap supposed entertain us days.<br /><br />As already pointed out, hardly real zombie film, rather sweet satire employs undead point fingers. necessarily bloody scenes, almost gore way movie presented (feel-good 50s style), can't imagine anyone actually scared turned Fido & fellow sufferers.<br /><br />While cast generally good, felt Moss Nelson stood out. humor in-your-face, rather subdued; there's lot attention detail caught smiling benignly several throughout movie. certainly masterpiece cinema, doesn't strive - instead, Currie succeeds delivering heart-warming black comedy.",1
21096,"Revolt Zombies BAD. nothing remotely entertaining movie. dull, lifeless, poorly acted, poorly scripted. I've often complained original Dracula little slow taste, well movie makes Dracula look like roller coaster ride. 65 minute running time seemed like 165 minutes.<br /><br />The story: expedition sent Cambodia find secrets mind control ""zombification"". One man finds secret uses make woman loves marry him. happens, releases zombies control horrific consequences. That's it. That's whole story.<br /><br />For movie, trying figure seen male lead. looked familiar. plenty time think over. Nothing happening movie. ""zombies revolted"", hit me. Dean Jagger. seen recently General White Christmas. ""entertained"" throughout movie.<br /><br />I'm glad didn't buy DVD movie. King Zombies side it's masterpiece film making compared movie. it's worth, I'll give 2/10. (I won't go 1/10 because, believe not, I've seen worse.)",0
23437,"Sequels nasty habit disappointing, best credit give maintains old tradition. three tales aren't anything good original Creepshow.<br /><br />By far best trio involves wooden idol comes life take revenge thugs killed owners. second story lake monster seems nothing lot floating slop, makes wonder anybody could possibly scared it. third story includes cameo Stephen King truck driver, pretty unmemorable tale concerning victim road traffic accident comes back dead person knocked down.<br /><br />Watch original Creepshow instead, already done happy that.",0
4550,loved movie one years best pornos remember watching starz god damn thing great. saw like half taped say loved every minute saw. didnt sleep weeks saw movie (although tired.),1
7147,"Inspired least little Ivy Benson & Girls Orchestra, performed throughout war years Covent Garden Opera house, film chronicles attempts elderly saxophone player reform (almost) girl band played schoolgirl towards end WWII. brief flashbacks original band stage bring us wonderful music, help fill background band members, particular girls' relationships lone male member - transvestite drummer (who trying dodge call-up).<br /><br />Ian Holm (""Lord Rings"", ""Cromwell Fairfax"") Judi Dench turn superb leading performances recently widowed Elizabeth, conniving, womanizing Patrick, drummer. late Joan Sims perfect band's leader, playing bar piano sea-side, June Whitfield glows Salvation Army trombone player. Cameo appearances greats like Cleo Laine, Leslie Caron, Olympia Dukakis Billie Whitelaw make unforgettable experience. movie romp memory lane, star cast ought, rights, bunch over-the-hill actresses. say is, hope look good age! Leslie Caron, particular, still incredible fox, 69 years age. certainly still gets pulse going! watched it, mentally berating casting director using women appropriate age. Afterwards, looked girls up, discovered every one old enough performing London 1944 (although might bit stretch Judi Dench).<br /><br />If like swing bands, thrive nostalgia, want see good woman manage look almost three quarters century behind her, don't miss film.<br /><br />",1
23474,"grew scooby(kinda re-runs you)I hate scrappy, love Daphne, feel complete whole gang. sad, scooby doo mystery solving comedy-not bad totally spy's jap anime. like ""whats new"", give danger-prone Daphne makeover sometime :( try lose *sex *drug jokes many generation, ""get clue"" flat crap Scooby name attached. even tried lame punk thing theme song. i'm gonna go watch DVD scooby doo wash filth new series eyes",0
24075,"adaptation positively butchers classic beloved subtlety. Timothy Dalton absolutely conception different nuances Rochester's character. get feeling never even read book, sauntered set tight breeches handed character summary read ""Grumpy, broody, murky past."" plays Rochester character real person top grouch never cracks smile gets engaged point miraculously morphs pansy. chemistry. feeling adaptation excited incredulity also sympathy Charlotte Bronte definitely turning grave. GO REREAD BOOK. ROCHESTER PERSONALITY. WAY: ""PASSIONATE"" LOVE SCENE MEAN EAT FACE.",0
2592,"independent feature seen work film art video resume. Enter Broken, aggressively promoted, twenty minute short style enthusiams spare. good film, work demo piece? Ah, lies rub.<br /><br />Broken story Bonnie Clayton abducted awakening reoccurring nightmare one night ""a sadistic stranger colorful entourage"" (quote video box). she's held captive, becomes obvious abductors know things even didn't know herself. question her, black-clad soldier guns way hideout attempt rescue her. Mayhem ensues.<br /><br />Fortunately us, director Alex Ferrari seems know he's doing, least he's good faking it. Broken suffer lack visual flair, especially commendable considering budget inexperience involved. suffer weak kind derivative writing. Think Long Kiss Goodnight meets Matrix, written ten minutes reading Fight Club. good news Ferrari producer/writer Jorge Rodriguez story elements easily ignored oodles eye candy display. plot really matter much twenty minute short meant show technical skills creators? No, really.<br /><br />Though would unfair overlook negative aspects light films budget length. Broken genre classic. biggest problem actually would worked better full-length feature. final ""twist"" doesn't get enough build time shocking. Ferrari allowed time slow burn feature needed, plot elements would seem less random, film complete. Here's knowing he's getting chance.<br /><br />Audio Broken's Dolby Digital 5.1 presentation second none indie world. I've never heard aggressive surround small feature. Matrix inspired soundtrack rich deep, gunshots punch, even dialogue gets surround effects. everything presented disc, audio speaks praise modern independent DVD production. Also included equally impressive Dolby 2.0 surround track, menu default.<br /><br />Extras literally hours making features found disc. many extras, fact, find unrealistic list describe here, still expecting readers continue reading. Whatever shortcomings actual short may have, DVD unprecedented informational resources. People enjoyed film learn know production, including everything conceptual art promotional campaign. plans make indie film learn everything need know features.<br /><br />The extras broken categorical menus. include: pre-production, production, post-production, short, cast crew bios. critical standpoint, found sections quite short. edited one featurette per menu option, would've less frustrating navigate, curser defaults top selection every return main section menu. is, course, nitpicking, perhaps future DVD releases filmmakers take advice heart.<br /><br />It six audio commentaries hours interview footage talented people, despite consonant salesmanship, true colours shine through.<br /><br />The willingness share film-making secrets anyone picks DVD quite generous. extras learned editing effects software reliable effective, brand camera creates professional look lowest price, even get cheap air soft weaponry. top this, given several alternate options, case found unable locate products used particular production. Wannabe filmmakers unwilling read book subject would well watch DVD.<br /><br />Overall I've scored actual short 6 10, wish option feature length potential effort, I'd scored 8 9 fields. recommend DVD features perfect example done mere eight thousand American dollars. purchase DVD think ghost producers larger project, attention guys get, funding feature-length version get.",1
13420,"film creepy indeed. Unfortunately, reasons film makers would hope.<br /><br />There's mastermind serial killer too, he's what's creepy either. He's standard comic book villain, cross Hannibal Lecter Freddie Kruger, though nothing particularly fresh add either. Incidentally, even vilest reprehensible criminals, detained chained stress position, feet, arms outstretched 24 hours day week week out? suppose world gave us Abu Ghraib Guantanamo Bay, anything's possible.<br /><br />No, what's really creepy film central character, Danny. unappealing young man, aided abetted it's true ludicrously lax security arrangements doctor entirely careless notion professional ethics patient confidentiality, wanders hospital room occupied described highly vulnerable defenceless young woman, basis nothing whatsoever (her chronic sleeping precludes able give anything like informed consent) imagines sort special relationship her.<br /><br />Seemingly within days, arrogated right abduct her, believing (completely falsely, discover) better able care anyone else, within minutes getting back apartment, sexually molesting though (again due sleepiness) entirely unable consent resist.<br /><br />Our suspicions would feel connection pretty soon confirmed. course less unable form mature adult friendships, let alone sexual relationships, instead falls back essentially infantilised woman, permanent sleeping mental age corresponding lived experience years. scene discovers ice cream particularly cringe-making, coyly knowing look gives gloatingly says he'll clean causes particular shudder horror. again, I'm afraid, shudder horror film makers hoping for, much straightforward spasm revulsion. see clearly what's end forks - it's paedophile's perfect dream innocence, sexual compliance utter dependence. Horrible, horrible, horrible.<br /><br />What else got mish mash? Twisted dreamscapes quite good del Toro. compulsory ""You need go police"" argument, lead character always reason even though it's sensible course action. automaton sequence, much praised comments here, though completely utterly pointless (""It serves function!"", Sigourney Weaver memorably protested Galaxy Quest) looking like Abominable Doctor Phibes rehashed one Saw derivatives.<br /><br />Jeffrey Combs best though, star that, couple keep lower rankings films even worse this, general well-shot competently performed.",0
5539,"Yesterday, went alone cinema, Mexico, times movies countries part called ""cam?Ÿ?­ra alternativa"" (alternative camera). saw movie, realized foreign movies alternative. Afortunately, good example. said enjoyed much movie.. end happy.. movie little spoon hope days. main lesson me.. end day...the love main force behind us. good option see good movie Spanish...and mention good music.. specially main song movie.. Cosas que hacen que la vida valga la pena.... Excellent song!!!",1
8775,"two-part TV mini-series isn't good original 1966 it's solid. original benefited huge number things---it black white, great jazz score filmed real locations, including home doomed Clutter family. important book original movie home much character itself.<br /><br />This remake filmed Canada guess doubles okay Kansas. story tries sympathetic Perry dares Eric Roberts plays somewhat fey person, homosexuality barely hidden. gentler take Roberts doesn't quite work end though it's hard believe version Perry Smith would finally explode spasm murder. Whereas Robert Blake's take Smith left doubt Perry Smith extremely dangerous character.<br /><br />Anthony Edwards excellent bombastic, big-mouthed ultimately cowardly Dick Hickcock, brains outfit. performance compares well Scott Wilson's role original movie.<br /><br />Since longer movie allows time develop Clutter family regard think 1996 movie advantage. Clutters outstanding, decent family. They've never harmed another soul inexplicable decent family ultimately massacred horrifying way. still boggles mind that, Clutters locked bathroom, Herb Clutter didn't force window least children would chance escape. movie thought occur him, late. read real home, still standing, way bathroom configured could've opened counter drawers effectively barricaded door would've forced killers blast way in. might've bought time Clutters escape. Clutters didn't try this, idea.<br /><br />Fans book recognize movie takes lot liberties crime committed serious. Still, it's distracting viewers like read tons case. actors playing cops, led Sam Neill Leo Rossi, uniformly excellent, much better, think, group, actors original movie. know secure noose around necks get confess. officers come interview impeccably prepared. already discovered likely alibi phony story going Fort Scott, debunked every jot it. officers let Smith & Hickcock walk trap. Hickcock b.s. artist figures convince anyone anything officers respectfully let tell cover story. lower boom him, shatters quickly. It's well filmed acted gratifying watch viewer naturally loath Hickcock particular point, cowardly con-man needs easily manipulated Smith killing him. Supposedly Hickcock later stated real reason crime wasn't steal money Clutters rape Nancy Clutter. least spared degradation.<br /><br />The actors playing Clutters good, Kevin Tighe Herb Clutter particular. story sensitively deals Mrs. Clutter's emotional problems, likely clinical depression, Mrs. Clutter displays remarkable inner strength firmly strongly demands killers leave daughter alone. I've read Clutters' surviving family particularly bothered Bonnie Clutter portrayed book, claiming entirely untrue. aside, killers related police Mr. Clutter asked bother wife long illness. Capote might make fiction make character Bonnie interesting certainly killers reason falsely portray Mrs. Clutter doubt much conversation book (duplicated movies) right taped confessions killers. would've nonsensical Herb said true.",1
9458,"Criticism film EVENING, based novel Susan Minot adapted screen Minot Michael Cunningham, harsh, harsh may discouraged many viewers giving film try. primary criticism centered fact little happens film dying woman's fretting mistake made one summer youth, famous actors given minor roles, entire production over-hyped, etc. viewer, seeing film DVD quiet home, different reaction occurred.<br /><br />Ann Grant Lord (Vanessa Redgrave) dying home ocean medication memories allow share man's name - 'Harris' - two grown daughters Nina (Toni Colette) Constance (Natasha Richardson). daughters sit bedside Ann relives particular summer bridesmaid best friend Lila (Mamie Gummer) - marriage Ann (Claire Danes youthful Ann) Lila's alcoholic brother Buddy (Hugh Dancy) objected to, feeling Lila simply marrying man class instead boy loved - Harris Arden (Patrick Wilson), housekeeper's son become physician. Harris, Buddy, Lila, Ann woven together series infatuations romances kept secret now, 50 years later, Ann dying. older Lila (Meryl Streep) visits Ann end secrets revealed: 'there things mistakes - life goes on.' film delicate mood piece script Minot Cunningham rich atmosphere subtle life lessons. Yes, gaps story could used explanation, order maintain aura nostalgia dying lady's words, 'holes' understandable. film graced presence Redgrave, Richardson (Redgrave's true daughter), Collette, Gummer (Streep's true daughter), Meryl Streep, Claire Danes, Eileen Atkins, Glenn Close, Hugh Dancy Patrick Wilson, also ensemble cast brief solid performances. setting gorgeous (cinematography Gyula Pados) musical score inimitable Jan A.P. Kaczmarek. Lajos Koltai (""Being Julia') directs. Judge film own.... Grady Harp",1
9804,"first image movie shows mountain ridge early morning autumn mist, thought was: ""This almost beautiful."" goes like this: Images landscape animals look like series romantic paintings, perfect every detail. Even girl's room, father's car - everything nostalgic, romantic, beautiful. could seem outdated escapistic, fits story silent beauty, happening border life fairy tale, Dian Fossey Le Petit Prince. enjoyed every minute it. extreme parsimony movie, simple, slow story, one actor hardly special effects, exerted strong magic. therefore find deplorable parsimony given last minutes, suddenly two additional actors (the girl grown-up woman, son) introduced. Another shortcoming music, often intrusive, Hollywood-like, sometimes inappropriate: couldn't bring English pop-song together French mountain glory. went movie together two small daughters, recommend adults well, given appreciate kind movie. Obviously, everybody does.",1
14902,"rate movie 3 skulls, coz girls knew scream, could've better movie, actors better, twins OK, believed evil, eldest youngest brother, sucked really bad, seemed like reading scripts instead acting them.... spoiler: they're vampire's freeze blood? vampires can't drink frozen blood, sister movie says let's drink alive....but they're moving another house, take cooler they're frozen blood. end spoiler<br /><br />it huge waste time, made mad coz read reviews movie great, many awards movie won, movie f****ing s**t!!!!",0
11715,"saw advanced screening movie tonight. absolutely loved it. movie kept edge seat night. Cillian Murphy extremely creepy villain. seen Batman Begins, character much scarier film. played character well. scariest ""bad guy,"" seen awhile. Rachel McAdams great. Everyone audience laughed, gasped cheered time, cue. suspense held movie. amazing part end anti-climatic. disappointed end. felt satisfied. trailer movie justice. movie much better trailer indicated. wait movie come video. Go see it. Although, pay see movie, would gladly given 10.75 see it. Enjoy!",1
13924,"wandered movie watching 82-minute ""Borat"" tonight, left quite disappointed. huge fan Wallace Gromit, routinely go see animated films. said, found nodding one point nearly walked out, stayed waiting film get better. Never happened.<br /><br />The visuals stunning voice work top notch, especially opinion, Kate Winslet Ian McKellen (I remind times bulbous headed lizard villain Gandalf Magneto). problem movie it's one animated features ADD-set. registers fact one zany slapstick routine another, weighed treacle filled plot pulls every stop attempt convey ""Important Message."" looks lot like busted Oscar bait animated category, considering way it's scoring critics, wouldn't surprised Academy gets wrong offers hardware. you're looking enjoyable animated feature rats, take advice wait Ratatouille.",0
20428,"Ever since started visiting site, voting movies, never given movie rating 1. Even disturbing ""Dance! Workout Barbie"" got 2. reason this.<br /><br />Any time find watching think really bad movie, stop ask following question: ""Is movie really bad horrific soul-sucking beast 'Theodore Rex'?"" I've never able answer ""yes"".<br /><br />I would give anything within reason know crackhead said ""Hey! Let's remake 'Blade Runner' Barney Harrison Ford Role!"" decided good idea actually spend time money commit film. Furthermore, want know hell kind market going sell towards hadn't gone strait video. rare monster: movie way violent kids way insanely stupid adults. I'd ask ""what THINKING?"" case, might actually redundant.<br /><br />Anyhow, need know expose monstrosity you're one five six rabid fans ""Howard Duck"", curious see Evil Insane movie time, want REALLY punish yourself.",0
11092,"movie scared bad, easily scared though big thing movie scary whoever wasnt scared movie, im surprised everyone know said scary, hope everyone sees it, dont see lights like did....",1
20539,"Spoilers ahead want call that...<br /><br />I would almost recommend film people truly see 1/10. begin, we'll start top...<br /><br />THE STORY: Don't believe premise - movie nothing abandoned cars, people finially understanding mysterious happenings are. It's draub, basic, go cabin movie intensity ""effort"".<br /><br />THE SCREENPLAY: usually give credit indie screenwriters, it's hard work starting out...but crap. story flat - leaves emotionless entire movie. dialogue extremely weak predictable boasting lines ""Woah, totally freaked out"" ""I wondering you'd uh...if you'd like to..uh, would come cabin me?"". makes want rip hair, one strand time feed myself.<br /><br />THE CHARACTERS: HOLY CRAP!!!! described characters flat, want take one step say actually reverse character arch.. actually start working parallel universe almost start acting backwards...<br /><br />THE ACTORS: Worse characters actors. take already poor written characters add terrible high school drama acting. ""Woah totally freaked out"" said monotone slow - like dumbed down. could complain hours actors alone.<br /><br />TECHNICAL: LIGHTING: eight year old would disappointed lighting movie. shadowy areas, bleached others. director shouldn't use light emotion learns light basic scene properly. Baby Steps! SOUND: many sound guys take make really shotty sounding movie? 9. many sound guys sound amazing quite opposite occured. one scene particular really sticks out, guys driving car sound car changes every camera angle....WEAK! CAMERA: Learn use it.<br /><br />Anyway, I'm running complaining space.....rent - dare you...Rent learn it...give 1 rating..it deserves it.<br /><br />Signing off... Amanda Christmas",0
7889,"sequel,this bad movie.i actually liked better 1st one.i found entertaining.it seemed like shot documentary style.at first bothered me,as thought looked low budget.but grew me,and made movie seem authentic.this movie dry one liners original,which good thing,in opinion.i think times went bit top scenes characters.it almost becomes parody itself,which may point.this movie least suspense,which 1st one have,in view.it great music original,which great.the acting pretty decent part,though like said,some seemed top.i also felt movie loses lot momentum towards end minutes seem really slow don't seem flow,like rest movie.overall,though,i thought pretty sequel.my rating ""Return Cabin Lake"" 7/10*",1
5140,"Surprisingly terrible well animated one Disney's straight video throw away sequels. Like previous sequel (The Lion King 2) glad Disney brought back original voice actors makes big difference kept good level traditional animation. plot wanders around distracted unending string jokes ranging hilarious dull. break detached plot jokes gave us silly musical sequences, much like jokes, range entertaining quick trip fridge. part MST3K-like moments bland full untapped potential really don't add whole lot movie act vehicle hour-long flashback. new characters least likable, old characters thing can't fault there. Overall movie bad makes nice frivolous filler serious Lion King titles.",1
13271,"didn't know Willem Dafoe hard bucks he'd disgrace shocking hamming monstrosity. Hell: I'll donate money going send Ethiopia he's desperate. never seen pathetic disgusting film long time...who paid this? either pulling tax scam insane. 5-year old would ashamed plot, I'd rather get cancer sit hour suffered already. Everybody involved locked year sodomy wing third world prison. Avoid costs. I'd give minus 10 possible...unbelievable.",0
24502,"First all, huge fan contemporary Turkish cinema, because, usual pattern creating box office success hitting waistline. movie nothing artistic masterpiece deals taboos, director marketing ads imply. mere opinion, sole purpose movie make money touching sensitive morale(in fact mostly considered taboo native country) Cheap populism might provide brief definition meant.<br /><br />However, acting near perfect. fact, cast theatrical background tried hard compensate Altioklar lacked; talent! members cast perfectly fit roles well qualified job, even less experienced ones. (Like Janset) least, Altioklar deserves small word appreciation , knows well choose cast. that, media monkey, presumes director artistic talent. Come on, art something solely consists dealing naked/half naked women. media boasts off, director becomes milestone history Turkish cinema. close ears something real artistic, waiting eagerly applause next work. Hope, time manage achieve artistic approach.<br /><br />In short; Pros > Good acting, hot women (just kidding!) :) Cons> every single thing, cast",0
